filename,filetype,order,saturation,sat.granularity,timeAvg,timeSd,solvedCount,profile.x,span.x,statespace.states,Unnamed..0,Unnamed..0.1,type,status,status.spec,regroup.strategy,regroup.time,bandwidth,profile.y,span.y,average.wavefront,RMS.wavefront,state.vector.length,groups,group.checks,next.state.calls,reachability.time,statespace.nodes,group.next,group.explored.nodes,group.explored.vectors,time,memory,peak.nodes,LDDop.union,LDDop.minus,LDDop.relProd,LDDop.satCount,LDDop.satCountL,LDDop.zip,LDDop.relProdUnion,LDDop.projectMinus,Unnamed..36,timeBest,memBest,timeMark,memMark,Places,Transitions,Arcs,Ordinary,Simple_free_choice,Extended_free_choice,State_machine,Marked_graph,Connected,Strongly_connected,Source_place,Sink_place,Source_transitions,Sink_transitions,Loop_free,Conservative,Subconservative,Nested_units,Safe,Deadlock,Quasi_live,Live,MarkingGraphFixedSize,Markings,Firings,Max_tokens_place,Min_tokens_marking,Max_tokens_marking,Dead_transitions,Concurrent_Units,Exclusives
2-10_phaseVariation,pnml,bfs-prev,none,5,1.48,0.0928559218478941,10,71936,76887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.48,,1,,14,65,443,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1.0,-1.0,-1,14,2147483647.0,0.10769000000000001,0.3375,0.20168
2D8_gradient_10x10_10,pnml,bfs-prev,none,5,104.92,7.2598745015170705,10,382122,400254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.92,,1,,100,684,1368,1,1,1,1,0,1,1,0,0,0,0,1,1,1,0,0,-1,-1,1,-1,-1.0,-1.0,-1,10,10.0,0.0,0.0,0.9805799999999999
2D8_gradient_5x5_10,pnml,bfs-prev,none,5,2.4659999999999997,0.132765457354941,10,36326,39098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4659999999999997,,1,,25,144,288,1,1,1,1,0,1,1,0,0,0,0,1,1,1,0,0,-1,-1,1,-1,-1.0,-1.0,-1,10,10.0,0.0,0.0,0.9285700000000001
2D8_gradient_5x5_50,pnml,bfs-prev,none,5,714.58,32.439444097168696,10,36326,39098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,714.58,,1,,25,144,288,1,1,1,1,0,1,1,0,0,0,0,1,1,1,0,0,-1,-1,1,-1,-1.0,-1.0,-1,50,50.0,0.0,0.0,0.9285700000000001
5-10_phaseVariation,pnml,bfs-prev,none,5,143.784,9.088263738348358,10,6672932,6955371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.784,,1,,77,677,4685,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1.0,-1.0,-1,27,2147483647.0,0.1093,0.43865,0.0974
AirplaneLD-pt-0010,pnml,bfs-prev,none,5,0.405,0.0721495360730446,10,36808,40022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.405,,1,,89,88,333,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1,0,1,0,43463.0,-1.0,1,38,38.0,0.0,0.41941000000000006,0.13922
AirplaneLD-pt-0020,pnml,bfs-prev,none,5,1.083,0.0529255241930688,10,142832,151347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.083,,1,,159,168,638,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1,0,1,0,308303.0,-1.0,1,68,68.0,0.0,0.42973,0.12811
AirplaneLD-pt-0050,pnml,bfs-prev,none,5,3.4760000000000004,0.20183601704794396,10,875026,907075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4760000000000004,,1,,369,408,1553,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1,0,1,0,4471220.0,-1.0,1,158,158.0,0.0,0.43545,0.12369000000000001
AirplaneLD-pt-0100,pnml,bfs-prev,none,5,11.876,1.68789941775108,10,3061025,3183488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.876,,1,,719,808,3078,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1,0,1,0,34877400.0,-1.0,1,308,308.0,0.0,0.43718,0.12286
AirplaneLD-pt-0200,pnml,bfs-prev,none,5,41.657,2.01252218759336,10,12199887,12621738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.657,,1,,1419,1608,6128,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1,0,1,0,275495000.0,-1.0,1,608,608.0,0.0,0.43799,0.12259
angiogenesis-01,pnml,bfs-prev,none,5,0.147,0.0405654478042035,10,13805,15443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.147,,1,,39,64,185,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,110.0,-1.0,1,8,39.0,0.10937000000000001,0.13719,0.67765
angiogenesis-05,pnml,bfs-prev,none,5,28.246,2.94972767104581,10,13805,15443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.246,,1,,39,64,185,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,-1,-1,-1,-1,-1.0,-1.0,-1,40,2147483647.0,0.10937000000000001,0.13719,0.67765
BridgeAndVehicles-V04-P05-N02-unfolded,pnml,bfs-prev,none,5,0.934,0.0481202198203162,10,35432,39034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.934,,1,,28,52,326,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,-1,-1,-1,-1,-1.0,-1.0,-1,17,17.0,0.35575999999999997,0.18735,0.5599
BridgeAndVehicles-V10-P10-N10-unfolded,pnml,bfs-prev,none,5,108.137,4.1621550240764,10,1351610,1392323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.137,,1,,48,288,2090,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,-1,-1,-1,-1,-1.0,-1.0,-1,34,34.0,0.47395,0.06652999999999999,0.8276100000000001
circadian_clock-000001,pnml,bfs-prev,none,5,0.026000000000000002,0.008432740427115679,10,1009,1382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.026000000000000002,,1,,14,16,58,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,-1,1,-1,128.0,-1.0,1,7,7.0,0.0,0.35,0.17647000000000002
circadian_clock-000010,pnml,bfs-prev,none,5,0.581,0.0558669053296414,10,1009,1382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.581,,1,,14,16,58,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,-1,-1,1,-1,-1.0,-1.0,-1,52,52.0,0.0,0.35,0.17647000000000002
circadian_clock-000100,pnml,bfs-prev,none,5,197.69222222222197,13.8764844050806,9,1009,1382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.69222222222197,,1,,14,16,58,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,-1,-1,1,-1,-1.0,-1.0,-1,502,502.0,0.0,0.35,0.17647000000000002
CircularTrain-012,pnml,bfs-prev,none,5,0.07200000000000001,0.0248551358430763,10,1562,1752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07200000000000001,,1,,24,12,48,1,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,-1,-1,1,-1,1036.0,2147483647.0,-1,-1,12.0,0.0,0.38769000000000003,0.14814000000000002
CircularTrain-024,pnml,bfs-prev,none,5,1.124,0.0403319558993444,10,3308,3685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.124,,1,,48,24,96,1,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,-1,-1,1,-1,2.0,2147483647206860.0,-1,-1,24.0,0.0,0.44081000000000004,0.07843
closed_system1,pnml,bfs-prev,none,5,8.052,0.365172714083502,10,73916,81489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.052,,1,,231,202,846,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,-1,0,0,25632.0,-1.0,1,36,231.0,0.099,0.17154,0.64835
closed_system2,pnml,bfs-prev,none,5,40.108000000000004,1.5839949494869,10,73916,81489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.108000000000004,,1,,231,202,846,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,-1,1,-1,349874.0,-1.0,1,36,231.0,0.0,0.32256999999999997,0.34628000000000003
closed_system3,pnml,bfs-prev,none,5,81.188,4.689723517081441,10,73916,81489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.188,,1,,231,202,846,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,-1,1,-1,1465210.0,-1.0,1,36,231.0,0.0,0.34155,0.30832
closed_system4,pnml,bfs-prev,none,5,95.602,14.5239004556092,10,73916,81489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.602,,1,,231,202,846,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,-1,1,-1,2409740.0,-1.0,1,36,231.0,0.0,0.34155,0.30832
closed_system5,pnml,bfs-prev,none,5,65.258,4.03179529903656,10,73916,81489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.258,,1,,231,202,846,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,-1,1,-1,1657240.0,-1.0,1,36,231.0,0.0,0.34155,0.30832
cs_repetitions-2-unfolded,pnml,bfs-prev,none,5,0.419,0.0620841722538397,10,3536,4492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.419,,1,,23,28,92,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,-1,-1,1,-1,-1.0,-1.0,-1,8,8.0,0.0,0.365,0.19063
cs_repetitions-3-unfolded,pnml,bfs-prev,none,5,13.374,0.9523444754919301,10,36009,41484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.374,,1,,58,81,279,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,-1,-1,1,-1,-1.0,-1.0,-1,15,15.0,0.0,0.41355,0.13962
database2UNFOLD,pnml,bfs-prev,none,5,0.086,0.0206559111797729,10,2266,2914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.086,,1,,38,32,88,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,-1,1,-1,153.0,-1.0,1,6,38.0,0.0,0.20576,0.53915
dekker-10,pnml,bfs-prev,none,5,2.557,0.152173146996001,10,176152,194690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.557,,1,,50,120,820,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,-1,1,-1,6144.0,-1.0,1,20,20.0,0.0,0.41855,0.12452
dekker-15,pnml,bfs-prev,none,5,103.853,4.205166267025991,10,858894,918960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.853,,1,,75,255,1830,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,-1,1,-1,278528.0,-1.0,1,30,30.0,0.0,0.43831000000000003,0.09742999999999999
desel_esparza_10_3a,pnml,bfs-prev,none,5,0.011000000000000001,0.0031622776601683803,10,558,716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011000000000000001,,1,,9,9,27,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,-1,1,-1,14.0,-1.0,1,3,9.0,0.0,0.1909,0.44443999999999995
desel_esparza_10_3b,pnml,bfs-prev,none,5,0.006999999999999999,0.00483045891539648,10,592,785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006999999999999999,,1,,11,9,31,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,-1,0,0,10.0,-1.0,1,4,11.0,0.11110999999999999,0.22435,0.40259
desel_esparza_8_1,pnml,bfs-prev,none,5,0.004,0.00516397779494322,10,428,525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,,1,,8,7,20,1,0,1,0,0,1,1,0,0,0,0,1,1,1,0,1,0,-1,1,-1,9.0,-1.0,1,2,2.0,0.0,0.1,0.61363
desel_esparza_8_3,pnml,bfs-prev,none,5,0.012,0.0063245553203367605,10,989,1281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012,,1,,14,8,40,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,-1,1,-1,21.0,-1.0,1,5,14.0,0.0,0.30416,0.2689
desel_esparza_9_5,pnml,bfs-prev,none,5,0.042,0.0131656117720877,10,539,708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.042,,1,,16,9,40,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,-1,1,-1,256.0,-1.0,1,8,8.0,0.0,0.36601,0.15789
dnawalk-01,pnml,bfs-prev,none,5,0.179,0.0299814757623585,10,21419,23336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.179,,1,,13,82,241,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,-1,-1,-1,-1,-1.0,-1.0,-1,13,13.0,0.0,0.36666,0.13460999999999998
dnawalk-02,pnml,bfs-prev,none,5,0.223,0.0352924291535105,10,26809,28367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.223,,1,,14,84,244,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,-1,-1,-1,-1,-1.0,-1.0,-1,13,13.0,0.0,0.37083,0.13445
dnawalk-03,pnml,bfs-prev,none,5,0.23,0.0571547606649408,10,20846,22802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23,,1,,14,84,244,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,-1,-1,-1,-1,-1.0,-1.0,-1,13,13.0,0.0,0.37083,0.13445
dnawalk-04,pnml,bfs-prev,none,5,9.519,0.602742804925027,10,110419,119561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.519,,1,,34,250,728,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,-1,-1,-1,-1,-1.0,-1.0,-1,29,29.0,0.0,0.44047,0.06359
dnawalk-05,pnml,bfs-prev,none,5,15.478,0.8044708405736859,10,129945,138027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.478,,1,,34,250,728,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,-1,-1,-1,-1,-1.0,-1.0,-1,29,29.0,0.0,0.44047,0.06359
dnawalk-06,pnml,bfs-prev,none,5,15.502,0.99936424235055,10,120374,128204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.502,,1,,34,250,728,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,-1,-1,-1,-1,-1.0,-1.0,-1,29,29.0,0.0,0.44047,0.06359
dnawalk-07,pnml,bfs-prev,none,5,12.843,0.5630285171384399,10,127513,135138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.843,,1,,34,250,728,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,-1,-1,-1,-1,-1.0,-1.0,-1,29,29.0,0.0,0.44047,0.06359
dnawalk-08,pnml,bfs-prev,none,5,9.472000000000001,0.760304032754149,10,205704,220717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.472000000000001,,1,,27,260,760,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,-1,-1,-1,-1,-1.0,-1.0,-1,22,22.0,0.0,0.42486999999999997,0.08148
dnawalk-09,pnml,bfs-prev,none,5,7.254,0.43472085551790796,10,195145,208669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.254,,1,,27,260,760,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,-1,-1,-1,-1,-1.0,-1.0,-1,22,22.0,0.0,0.42486999999999997,0.08148
dnawalk-10,pnml,bfs-prev,none,5,9.927999999999999,0.5796895720987231,10,209109,224590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.927999999999999,,1,,27,260,760,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,-1,-1,-1,-1,-1.0,-1.0,-1,22,22.0,0.0,0.42486999999999997,0.08148
dnawalk-11,pnml,bfs-prev,none,5,6.587999999999999,0.43923671168162703,10,204980,222289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.587999999999999,,1,,27,260,760,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,-1,-1,-1,-1,-1.0,-1.0,-1,22,22.0,0.0,0.42486999999999997,0.08148
dnawalk-12,pnml,bfs-prev,none,5,44.136,2.73979399063344,10,234744,252018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.136,,1,,33,312,916,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,-1,-1,-1,-1,-1.0,-1.0,-1,28,28.0,0.0,0.43865,0.06565
dnawalk-13,pnml,bfs-prev,none,5,64.554,4.46836584595905,10,264142,281046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.554,,1,,33,312,916,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,-1,-1,-1,-1,-1.0,-1.0,-1,28,28.0,0.0,0.43865,0.06565
dnawalk-14,pnml,bfs-prev,none,5,66.555,5.673249607686159,10,245188,261235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.555,,1,,33,312,916,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,-1,-1,-1,-1,-1.0,-1.0,-1,28,28.0,0.0,0.43865,0.06565
dnawalk-15,pnml,bfs-prev,none,5,34.009,2.856164677792,10,236032,252973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.009,,1,,33,312,916,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,-1,-1,-1,-1,-1.0,-1.0,-1,28,28.0,0.0,0.43865,0.06565
erk-000010,pnml,bfs-prev,none,5,0.628,0.0426354052141853,10,526,725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.628,,1,,11,11,34,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,-1,-1,1,-1,-1.0,-1.0,-1,50,2147483647.0,0.0,0.22435,0.40259
fivediningphilosophers-2at1ce-boxed,pnml,bfs-prev,none,5,0.011000000000000001,0.005676462121975471,10,737,969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011000000000000001,,1,,15,10,40,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,-1,1,-1,11.0,-1.0,1,10,15.0,0.0,0.3125,0.25925
fivediningphilosophers-3_32,pnml,bfs-prev,none,5,0.008,0.0063245553203367605,10,760,992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008,,1,,15,10,40,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,-1,1,-1,11.0,-1.0,1,8,15.0,0.0,0.3125,0.25925
fivediningphilosophers-boxed,pnml,bfs-prev,none,5,0.057,0.0194650684275419,10,2399,3075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.057,,1,,25,25,80,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,243.0,-1.0,1,10,25.0,0.02,0.32763000000000003,0.27142
fivediningphilosophers-lr-boxed,pnml,bfs-prev,none,5,0.024,0.00966091783079296,10,1014,1320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.024,,1,,20,15,50,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,82.0,-1.0,1,10,20.0,0.0,0.32466999999999996,0.26086
FMS-10,pnml,bfs-prev,none,5,4.81,0.280356915377524,10,755,985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.81,,1,,22,20,50,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,-1,-1,1,-1,-1.0,-1.0,-1,36,2147483647.0,0.0,0.25543000000000005,0.40726999999999997
FMS-2,pnml,bfs-prev,none,5,0.12,0.0216024689946929,10,755,985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,,1,,22,20,50,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,-1,-1,1,-1,-1.0,-1.0,-1,12,2147483647.0,0.0,0.25543000000000005,0.40726999999999997
FMS-20,pnml,bfs-prev,none,5,55.787,4.247483045548529,10,755,985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.787,,1,,22,20,50,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,-1,-1,1,-1,-1.0,-1.0,-1,66,2147483647.0,0.0,0.25543000000000005,0.40726999999999997
FMS-5,pnml,bfs-prev,none,5,0.8220000000000001,0.0477958622104931,10,755,985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8220000000000001,,1,,22,20,50,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,-1,-1,1,-1,-1.0,-1.0,-1,21,2147483647.0,0.0,0.25543000000000005,0.40726999999999997
G-PPP-1-1,pnml,bfs-prev,none,5,0.591,0.0552670285472672,10,3079,3631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.591,,1,,33,22,83,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,-1,-1,-1,-1,-1.0,-1.0,-1,22,2147483647.0,0.43181,0.06302,0.81818
G-PPP-1-10,pnml,bfs-prev,none,5,2.557,0.0888256719648098,10,3079,3631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.557,,1,,33,22,83,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,-1,-1,-1,-1,-1.0,-1.0,-1,103,2147483647.0,0.43181,0.06302,0.81818
G-PPP-1-100,pnml,bfs-prev,none,5,43.352,3.8229331380208302,10,3079,3631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.352,,1,,33,22,83,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,-1,-1,-1,-1,-1.0,-1.0,-1,913,2147483647.0,0.43181,0.06302,0.81818
G-PPP-10-10,pnml,bfs-prev,none,5,1199.355,71.26858414276441,8,3079,3631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1199.355,,1,,33,22,83,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,-1,-1,-1,-1,-1.0,-1.0,-1,211,2147483647.0,0.43181,0.06302,0.81818
